CD,STN,ITEMNO,REGISTRATIONDATE,PASSDATE,RELEASEDATE,TIME,CPC,CONSIGNEEPIN,CONSIGNEENAME,AGENTPIN,AGENTNAME,CONSIGNORNAME,IDFNUMBER,CON,COO,CFS,HSCODE,PRODUCTDESCRIPTION,BRAND,SIZE_AH,GRADE,ITEMGROSSWEIGHT,ITEMNETWEIGHT,QUANTITY,UNIT_WEIGHT,CUSTOMSVALUE,FOBVALUE,FOBINVOICEAMOUNT,DECLARED_PRICE,FOBCURRENCYCODE,UNIT,IMPORTDUTY,EXCISEDUTY,VAT,EXPORTDUTY,TAXCOMPUTED,TAXREMITTED,DUTYRATE,VATRATE,EXCISERATE,CURRENCY,EXCHANGERATE,MESSAGE,F147_NO,F147_DESCRIPTION,F147_AMOUNT, EXTRA_UNIT_PRICE ,ADJ_PRICE
2020MSA7592788,MSA,2,28-Jul-20,29-Jul-20,30-Jul-20,2,C400,P000591111Y    ,MANTRAC KENYA LIMITED,P051141176P    ,PRECISE LOGISTICS LIMITED,UNA TRADING FZE ,E1906182637,AE ,BE ,MCT ,85071000.00,NEW BATTERIES ( IDF PART ),UNKNOWN,,UNKNOWN,1054.00,1054.00,36.00,29.28,1067134.47,8453.38,913979.45,25388.32,USD,u ,266784.00,0.00,16377.00,0.00,39773.00,0.00,25.00,14.00,0.00,USD,107.81,"HVO-MCT
SIGHTED 1X40FT CTNER NO;BSIU9548564
MARKS AND NOS CORRECT
SEALS INTACT
STC
CATERPILLAR MACHINERY EQUIPMENT SPARE PARTS
COO-BE
PROCESSED AS PER AEO PROGRAMME
FILE FORWARDED FOR REVIEW AND FURTHER GUIDANCE ON PROCESSING",2020NBI788428,KRD LEVY,12531.00,,
2020MSA7677108,MSA,6,07-Nov-20,09-Nov-20,10-Nov-20,3,C400,P000591111Y    ,MANTRAC KENYA LIMITED,P051141176P    ,PRECISE LOGISTICS LIMITED,UNA TRADING FZE,E1906182637,AE ,BE ,MCT ,85071000.00,NEW BATTERIES,UNKNOWN,,UNKNOWN,36.00,36.00,2.00,18.00,46984.37,378.90,41269.33,20634.67,USD,u ,11746.00,0.00,65231.00,0.00,158418.00,0.00,25.00,14.00,0.00,USD,109.01,NA,NA,NA,NA,,
2020MSA7713010,MSA,10,31-Dec-20,02-Jan-21,05-Jan-21,5,C400,P000591111Y    ,MANTRAC KENYA LIMITED,P051141176P    ,PRECISE LOGISTICS LIMITED,UNA TRADING FZE,E1906182637,AE ,BE ,MCT ,85071000.00,NEW BATTERIES,UNKNOWN,,UNKNOWN,108.00,108.00,13.00,8.31,379958.17,3024.34,329314.94,25331.92,USD,u ,94990.00,0.00,56028.00,0.00,136069.00,0.00,25.00,14.00,0.00,USD,106.39,NA,NA,NA,NA,,
2020MSA7543825,MSA,4,05-Jun-20,05-Jun-20,08-Jun-20,3,C400,P000591111Y    ,MANTRAC KENYA LIMITED,P051141176P    ,PRECISE LOGISTICS LIMITED,UNA TRADING FZE,E1906182637,AE ,BE ,MCT ,85071000.00,NEW BATTERIES ( IDF PART ),UNKNOWN,,UNKNOWN,796.00,796.00,19.00,41.89,566379.67,4377.27,468558.30,24660.96,USD,u ,141595.00,0.00,29342.00,0.00,71259.00,0.00,25.00,14.00,0.00,USD,106.60,NA,NA,NA,NA,,
2020MSA7489765,MSA,19,21-Mar-20,23-Mar-20,25-Mar-20,4,C400,P000591111Y    ,MANTRAC KENYA LIMITED,P051141176P    ,PRECISE LOGISTICS LIMITED,UNA TRADING FZE,E1906182637,AE ,BE ,CNT ,85071000.00,NEW BATTERIES ( IDF PART ),UNKNOWN,,UNKNOWN,89.00,89.00,4.00,22.25,94763.98,789.94,80989.78,20247.45,USD,u ,23691.00,0.00,4415872.00,0.00,10724261.00,0.00,25.00,14.00,0.00,JPY,0.96,NA,NA,NA,NA,,
2020MSA7440386,MSA,3,21-Jan-20,22-Jan-20,23-Jan-20,2,C400,P000591111Y    ,MANTRAC KENYA LIMITED,P051141176P    ,PRECISE LOGISTICS LIMITED,UNA TRADING FZE,E1906182637,AE ,BE ,MCT ,85071000.00,NEW BATTERIES ( IDF PART ),UNKNOWN,,UNKNOWN,221.00,221.00,7.00,31.57,246713.66,2195.43,221899.79,31699.97,USD,u ,61678.00,0.00,17899.00,0.00,40273.00,0.00,25.00,16.00,0.00,USD,101.07,NA,NA,NA,NA,,
2020MSA7507021,MSA,4,16-Apr-20,16-Apr-20,22-Apr-20,6,C400,P000591111Y    ,MANTRAC KENYA LIMITED,P051141176P    ,PRECISE LOGISTICS LIMITED,UNA TRADING FZE,E1906182637,BE ,BE ,MCT ,85071000.00,NEW BATTERIES ( IDF PART ),UNKNOWN,,UNKNOWN,318.00,318.00,16.00,19.88,423792.79,3431.50,364094.16,22755.89,USD,u ,105948.00,0.00,138024.00,0.00,335201.00,0.00,25.00,14.00,0.00,USD,106.10,NA,NA,NA,NA,,
2020MSA7428971,MSA,7,07-Jan-20,08-Jan-20,13-Jan-20,6,C400,P000591111Y    ,MANTRAC KENYA LIMITED,P051141176P    ,PRECISE LOGISTICS LIMITED,UNA TRADING FZE,E1906182637,AE ,BE ,CNT ,85071000.00,NEW BATTERIES ( IDF PART ),UNKNOWN,,UNKNOWN,337.00,337.00,18.00,18.72,311364.33,2673.58,270188.79,15010.49,USD,u ,77841.00,0.00,51132.00,0.00,115046.00,0.00,25.00,16.00,0.00,USD,101.69,NA,NA,NA,NA,,
2020MSA7538115,MSA,3,28-May-20,28-May-20,02-Jun-20,5,C400,P000591111Y    ,MANTRAC KENYA LIMITED,P051141176P    ,PRECISE LOGISTICS LIMITED,UNA TRADING FZE,E1906182637,AE ,BE ,MCT ,85071000.00,NEW BATTERIES ( IDF PART ),UNKNOWN,,UNKNOWN,133.00,133.00,3.00,44.33,108955.89,899.86,96347.47,32115.82,USD,u ,27239.00,0.00,45464.00,0.00,110413.00,0.00,25.00,14.00,0.00,USD,107.07,NA,NA,NA,NA,,
2020MSA7551635,MSA,3,13-Jun-20,15-Jun-20,19-Jun-20,6,C400,P000591111Y    ,MANTRAC KENYA LIMITED,P051141176P    ,PRECISE LOGISTICS LIMITED,UNA TRADING FZE,E1906182637,AE ,BE ,MCT ,85071000.00,NEW BATTERIES ( IDF PART ),UNKNOWN,,UNKNOWN,470.00,470.00,12.00,39.17,581742.57,4158.60,441590.92,36799.24,USD,u ,145436.00,0.00,51855.00,0.00,144453.00,92598.00,25.00,14.00,0.00,USD,106.60,NA,NA,NA,NA,,
2020MSA7460814,MSA,9,15-Feb-20,17-Feb-20,18-Feb-20,3,C400,P000591111Y    ,MANTRAC KENYA LIMITED,P051141176P    ,PRECISE LOGISTICS LIMITED,UNA TRADING FZE,E1906182637,AE ,BE ,MCT ,85071000.00,NEW BATTERIES ( IDF PART ),UNKNOWN,,UNKNOWN,225.00,225.00,5.00,45.00,136699.67,1184.91,119139.26,23827.85,USD,u ,34175.00,0.00,358518.00,0.00,806666.00,0.00,25.00,16.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7518443,MSA,2,02-May-20,04-May-20,12-May-20,10,C400,P000591111Y    ,MANTRAC KENYA LIMITED,P051141176P    ,PRECISE LOGISTICS LIMITED,UNA TRADING FZE,E1906182637,BE ,BE ,MCT ,85071000.00,NEW BATTERIES ( IDF PART ),UNKNOWN,,UNKNOWN,295.00,295.00,8.00,36.88,212164.65,1715.16,184112.31,23014.04,USD,u ,53041.00,0.00,28327.00,0.00,68794.00,0.00,25.00,14.00,0.00,USD,106.11,NA,NA,NA,NA,,
2020MSA7472505,MSA,8,28-Feb-20,28-Feb-20,03-Mar-20,4,C400,P000591111Y    ,MANTRAC KENYA LIMITED,P051141176P    ,PRECISE LOGISTICS LIMITED,UNA TRADING FZE,E1906182637,AE ,BE ,MCT ,85071000.00,NEW BATTERIES ( IDF PART ),UNKNOWN,,UNKNOWN,128.00,128.00,5.00,25.60,110502.64,955.19,96842.22,19368.44,USD,u ,27626.00,0.00,117538.00,0.00,264460.00,0.00,25.00,16.00,0.00,USD,102.53,NA,NA,NA,NA,,
2020MSA7433104,MSA,1,13-Jan-20,16-Jan-20,16-Jan-20,3,C400,P051648541Z    ,INDUS IMPEX LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,JATLEE COMMODITIES DMCC,E1906188103,PK ,PK ,CNT ,10063000.00,PAKISTAN LONG GRAIN RICE GRADE-3 MCHELE SAFARI BRAND,SAFARI,NA,3,521560.00,520000.00,520000.00,1.00,19543360.74,179400.00,18243706.26,35.08,USD,kg,10605088.00,0.00,0.00,0.00,10605088.00,0.00,35.00,0.00,0.00,USD,101.69,NA,NA,NA,NA,,
2020MSA7425741,MSA,1,03-Jan-20,08-Jan-20,09-Jan-20,6,C400,P051648541Z    ,INDUS IMPEX LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,JATLEE COMMODITIES PVT LTD,E1906188103,PK ,PK ,AUT ,10063000.00,3x20 STC PAKISTAN LONG GRAIN WHITE RICE GRADE-3 MCHELE SAFARI BRAND PACKED IN 25 KGS BAGS,SAFARI,NA,3,78234.00,78000.00,78000.00,1.00,2837879.60,26130.00,2643919.63,33.90,USD,kg,1590763.00,0.00,0.00,0.00,1590763.00,0.00,35.00,0.00,0.00,USD,101.18,NA,NA,NA,NA,,
2020MSA7602194,MSA,1,07-Aug-20,07-Aug-20,14-Aug-20,7,C400,P051666678C    ,PAYLES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,AD FINE,E1906189791,PK ,PK ,AUT ,10063000.00,PAKISTAN LONG GRAIN RICE GRADE-1 SAFIR BRAND,SAFIR,NA,1,157768.00,156000.00,156000.00,1.00,6467773.16,56160.00,6054446.74,38.81,USD,kg,3181526.00,0.00,0.00,0.00,3181526.00,0.00,35.00,0.00,0.00,USD,107.81,"CLUSTER MANAGER CFS

PRECEDING VERIFICATION REPORT REFERS,FORWARDED FOR YOUR GUIDANCE AND ADVICE

HVO AUT",2020MSA1594627,Import Duty                ,182053.00,1.17,39.98
2020MSA7485922,MSA,1,17-Mar-20,18-Mar-20,19-Mar-20,2,C400,P051666678C    ,PAYLES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,AD FINE,E1906189791,PK ,PK ,CNT ,10063000.00,PAKISTAN LONG GRAIN RICE GRADE-1 SAFIR BRAND,SAFIR,NA,1,131352.00,130000.00,130000.00,1.00,5125787.37,46800.00,4798240.20,36.91,USD,kg,2651272.00,0.00,0.00,0.00,2651272.00,0.00,35.00,0.00,0.00,USD,102.53,NA,NA,NA,NA,,
2020MSA7442527,MSA,1,23-Jan-20,23-Jan-20,23-Jan-20,0,C400,P051666678C    ,PAYLES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,AD FINE,E1906189791,PK ,PK ,CNT ,10063000.00,PAKISTAN LONG GRAIN RICE GRADE-1 SAFIR BRAND,SAFIR,NA,1,131300.00,130000.00,130000.00,1.00,5053194.63,46800.00,4730239.80,36.39,USD,kg,2651272.00,0.00,0.00,0.00,2651272.00,0.00,35.00,0.00,0.00,USD,101.07,NA,NA,NA,NA,,
2020MSA7429274,MSA,1,08-Jan-20,10-Jan-20,10-Jan-20,2,C400,P051803727G    ,KIRSHANA COMMODITIES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,S.M.ENTERPRISE,E1907208405,PK ,PK ,POR ,10063000.00,PAKISTAN LONG GRAIN WHITE RICE IRRI-6  GRADE-3 AFRICAN QUEEN BRAND SHOT SHIPPED,AFRICAN QUEEN,NA,3,26073.00,26000.00,26000.00,1.00,931662.92,8580.00,867084.50,33.35,USD,kg,530254.00,0.00,0.00,0.00,530254.00,0.00,35.00,0.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020MSA7432528,MSA,1,11-Jan-20,17-Jan-20,17-Jan-20,6,C400,P051803727G    ,KIRSHANA COMMODITIES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,S.M.ENTERPRISES,E1908215108,PK ,PK ,BFT ,10063000.00,PAKISTAN LONG GRAIN WHITE RICE GRADE-1 MAMA AFRICA BRAND,MAMA AFRICA,NA,1,312876.00,312000.00,312000.00,1.00,12125867.29,112320.00,11350924.42,36.38,USD,kg,6363053.00,0.00,0.00,0.00,6363053.00,0.00,35.00,0.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020ICD183920,ICD,6,13-Feb-20,20-Feb-20,20-Feb-20,7,C400,P051787075Z    ,JNP QUALITY AUTO PARTS LIMITED,P051115464Y    ,VISION ENTERPRISES LIMITED,AL MUQARRAM AUTO SPARE PARTS TRADING LLC,E1908225309,AE ,KR ,ICD ,85071000.00,CMF-N150  ( AUTOMOTIVE BATTERIES ),CMF,,MV,1593.00,1542.00,40.00,38.55,332824.04,3194.00,321147.44,8028.69,USD,u ,83206.00,0.00,356569.00,0.00,802280.00,0.00,25.00,16.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020ICD183920,ICD,2,13-Feb-20,20-Feb-20,20-Feb-20,7,C400,P051787075Z    ,JNP QUALITY AUTO PARTS LIMITED,P051115464Y    ,VISION ENTERPRISES LIMITED,AL MUQARRAM AUTO SPARE PARTS TRADING LLC,E1908225309,AE ,KR ,ICD ,85071000.00,CMF-65D26L  ( AUTOMOTIVE BATTERIES  ),CMF,,MV,1760.00,1703.00,100.00,17.03,367627.79,3528.00,354730.17,3547.30,USD,u ,91907.00,0.00,71275.00,0.00,160368.00,0.00,25.00,16.00,0.00,USD,100.55,NA,NA,NA,NA,,
2020ICD183920,ICD,3,13-Feb-20,20-Feb-20,20-Feb-20,7,C400,P051787075Z    ,JNP QUALITY AUTO PARTS LIMITED,P051115464Y    ,VISION ENTERPRISES LIMITED,AL MUQARRAM AUTO SPARE PARTS TRADING LLC,E1908225309,AE ,KR ,ICD ,85071000.00,CMF-N70L  ( AUTOMOTIVE BATTERIES  ),CMF,,MV,1706.00,1651.00,90.00,18.34,356373.91,3420.00,343871.08,3820.79,USD,u ,89093.00,0.00,123318.00,0.00,277465.00,0.00,25.00,16.00,0.00,USD,100.55,NA,NA,NA,NA,,
2020ICD183920,ICD,4,13-Feb-20,20-Feb-20,20-Feb-20,7,C400,P051787075Z    ,JNP QUALITY AUTO PARTS LIMITED,P051115464Y    ,VISION ENTERPRISES LIMITED,AL MUQARRAM AUTO SPARE PARTS TRADING LLC,E1908225309,AE ,KR ,ICD ,85071000.00,CMF-N100  ( AUTOMOTIVE BATTERIES  ),CMF,,MV,2952.00,2856.00,120.00,23.80,616589.49,5917.20,594957.30,4957.98,USD,u ,154147.00,0.00,212605.00,0.00,478361.00,0.00,25.00,16.00,0.00,USD,100.55,NA,NA,NA,NA,,
2020ICD183920,ICD,5,13-Feb-20,20-Feb-20,20-Feb-20,7,C400,P051787075Z    ,JNP QUALITY AUTO PARTS LIMITED,P051115464Y    ,VISION ENTERPRISES LIMITED,AL MUQARRAM AUTO SPARE PARTS TRADING LLC,E1908225309,AE ,KR ,ICD ,85071000.00,CMF-N120   (AUTOMOTIVE BATTERIES  ),CMF,,MV,5089.00,4924.00,150.00,32.83,1063025.84,10201.50,1025731.24,6838.21,USD,u ,265756.00,0.00,961455.00,0.00,2163274.00,0.00,25.00,16.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020ICD183920,ICD,8,13-Feb-20,20-Feb-20,20-Feb-20,7,C400,P051787075Z    ,JNP QUALITY AUTO PARTS LIMITED,P051115464Y    ,VISION ENTERPRISES LIMITED,AL MUQARRAM AUTO SPARE PARTS TRADING LLC,E1908225309,AE ,IN ,ICD ,85071000.00,CMF-N200  ( AUTOMOTIVE BATTERIES ),CMF,,MV,1600.00,1548.00,30.00,51.60,334178.65,3207.00,322454.55,10748.48,USD,u ,83545.00,0.00,7211.00,0.00,16224.00,0.00,25.00,16.00,0.00,USD,100.55,NA,NA,NA,NA,,
2020ICD183920,ICD,7,13-Feb-20,20-Feb-20,20-Feb-20,7,C400,P051787075Z    ,JNP QUALITY AUTO PARTS LIMITED,P051115464Y    ,VISION ENTERPRISES LIMITED,AL MUQARRAM AUTO SPARE PARTS TRADING LLC,E1908225309,AE ,KR ,ICD ,85071000.00,CMF-N170  ( AUTOMOTIVE BATTERIES ),CMF,,MV,1724.00,1668.00,40.00,41.70,360166.92,3456.40,347531.00,8688.27,USD,u ,90042.00,0.00,158033.00,0.00,355574.00,0.00,25.00,16.00,0.00,USD,101.39,NA,NA,NA,NA,,
2020ICD183920,ICD,1,13-Feb-20,20-Feb-20,20-Feb-20,7,C400,P051787075Z    ,JNP QUALITY AUTO PARTS LIMITED,P051115464Y    ,VISION ENTERPRISES LIMITED,AL MUQARRAM AUTO SPARE PARTS TRADING LLC,E1908225309,AE ,KR ,ICD ,85071000.00,CMF-N40L  ( AUTOMOTIVE  BATTERIES ),CMF,,MV,3336.00,3228.00,280.00,11.53,696742.26,6686.40,672298.13,2401.06,USD,u ,174186.00,0.00,93966.00,0.00,211423.00,0.00,25.00,16.00,0.00,USD,100.68,NA,NA,NA,NA,,
2020MSA7591823,MSA,1,27-Jul-20,06-Aug-20,06-Aug-20,10,C400,P051698581D    ,AGROCOM ENTERPRISES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,BABA ENTERPRISES,E1909231119,PK ,PK ,BFT ,10063000.00,PAKISTAN LONG GRAIN RICE GRADE-II MR RIGHT BRAND,MR RIGHT,NA,2,130780.00,130000.00,130000.00,1.00,5264903.40,45500.00,4919460.00,37.84,USD,kg,2651272.00,0.00,0.00,0.00,2651272.00,0.00,35.00,0.00,0.00,USD,108.12,"HVO BFT
VERIFIED PARTIALLY 1/5X20*NO;MEDU6993807,
MARKS AND NUMBERS CORRECT,SEAL INTACT,
OPENED AND FTC;-

PAKISTAN BIRYANI PARBOILED RICE
BRAND;MR.RIGHT
BATCH NO;001
GRADE;2
PACKAGING DATE;06/2020
EXPIRY DATE;06/2022
CROP YEAR;2020
NET WT;25 KGS/BAG
COUN",2020MSA1589427,Import Duty                ,159848.00,,
2020MSA7449674,MSA,1,31-Jan-20,03-Feb-20,04-Feb-20,4,C400,P051698581D    ,AGROCOM ENTERPRISES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,BABA ENTERPRISES,E1909231119,PK ,PK ,CNT ,10063000.00,PAKISTAN LONG GRAIN RICE GRADE-2 MR RIGHT BRAND,MR RIGHT,NA,2,417664.00,416000.00,416000.00,1.00,15731211.92,145600.00,14699091.68,35.33,USD,kg,8484070.00,0.00,0.00,0.00,8484070.00,0.00,35.00,0.00,0.00,USD,100.96,NA,NA,NA,NA,,
2020MSA7501216,MSA,1,07-Apr-20,08-Apr-20,08-Apr-20,1,C400,P051698581D    ,AGROCOM ENTERPRISES LIMITED,P051437914D    ,AIR MENZIES INTERNATIONAL,BABA ENTERPRISES,E1909231119,PK ,PK ,CNT ,10063000.00,PAKISTAN LONG GRAIN RICE GRADE-II MR RIGHT BRAND,MR RIGHT,NA,2,392080.00,390000.00,390000.00,1.00,15450680.03,136500.00,14436963.45,37.02,USD,kg,7953816.00,0.00,0.00,0.00,7953816.00,0.00,35.00,0.00,0.00,USD,105.77,NA,NA,NA,NA,,
2020MSA7473814,MSA,1,02-Mar-20,03-Mar-20,09-Mar-20,7,C400,P051698581D    ,AGROCOM ENTERPRISES LIMITED,P051501541P    ,TRANSMAIL INTERNATIONAL LIMITED,BABA ENTERPRISES ,E1909231119,PK ,PK ,CNT ,10063000.00,PAKISTAN LONG GRAIN RICE GRADE 2,UNKNOWN,NA,2,182728.00,182000.00,182000.00,1.00,6885503.68,63700.00,6438948.88,35.38,USD,kg,3711781.00,0.00,0.00,0.00,3711781.00,0.00,35.00,0.00,0.00,USD,101.08,NA,NA,NA,NA,,
2020ICD172986,ICD,12,07-Jan-20,14-Jan-20,15-Jan-20,8,C400,P051101881P    ,CORRINGTON BUSINESS SYSTEMS,P051191063Z    ,MULLER LOGISTICS LIMITED,LEBANG AUTOMOTIVE FZCO,E1909231633,BD ,BD ,ICD ,85071000.00,Maintenance Free Automotive Batteries-Part no N150,UNKNOWN,,MV,1570.00,1570.00,72.00,21.81,574180.04,5513.04,557141.21,7738.07,USD,u ,143545.00,0.00,1159147.00,0.00,2608081.00,0.00,25.00,16.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020ICD172986,ICD,7,07-Jan-20,14-Jan-20,15-Jan-20,8,C400,P051101881P    ,CORRINGTON BUSINESS SYSTEMS,P051191063Z    ,MULLER LOGISTICS LIMITED,LEBANG AUTOMOTIVE FZCO,E1909231633,BD ,BD ,ICD ,85071000.00,Maintenance Free Automotive Batteries-Part no N70ZR,UNKNOWN,,MV,1482.00,1482.00,68.00,21.79,285765.29,2743.80,277285.14,4077.72,USD,u ,71441.00,0.00,48944.00,0.00,110124.00,0.00,25.00,16.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020ICD172986,ICD,11,07-Jan-20,14-Jan-20,15-Jan-20,8,C400,P051101881P    ,CORRINGTON BUSINESS SYSTEMS,P051191063Z    ,MULLER LOGISTICS LIMITED,LEBANG AUTOMOTIVE FZCO,E1909231633,BD ,BD ,ICD ,85071000.00,Maintenance Free Automotive Batteries-Part no N120,UNKNOWN,,MV,784.00,784.00,36.00,21.78,244721.97,2349.72,237459.88,6596.11,USD,u ,61180.00,0.00,26838.00,0.00,60386.00,0.00,25.00,16.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020ICD172986,ICD,14,07-Jan-20,14-Jan-20,15-Jan-20,8,C400,P051101881P    ,CORRINGTON BUSINESS SYSTEMS,P051191063Z    ,MULLER LOGISTICS LIMITED,LEBANG AUTOMOTIVE FZCO,E1909231633,BD ,BD ,ICD ,85071000.00,Maintenance Free Automotive Batteries-Part no 56618,UNKNOWN,,MV,784.00,784.00,36.00,21.78,134190.26,1288.44,130208.20,3616.89,USD,u ,33548.00,0.00,135117.00,0.00,304013.00,0.00,25.00,16.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020ICD172986,ICD,16,07-Jan-20,14-Jan-20,15-Jan-20,8,C400,P051101881P    ,CORRINGTON BUSINESS SYSTEMS,P051191063Z    ,MULLER LOGISTICS LIMITED,LEBANG AUTOMOTIVE FZCO,E1909231633,BD ,BD ,ICD ,85071000.00,Maintenance Free Automotive Batteries-Part no 67018,UNKNOWN,,MV,1576.00,1576.00,72.00,21.89,675583.11,6486.67,655535.09,9104.65,USD,u ,168896.00,0.00,50975.00,0.00,114694.00,0.00,25.00,16.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020ICD172986,ICD,5,07-Jan-20,14-Jan-20,15-Jan-20,8,C400,P051101881P    ,CORRINGTON BUSINESS SYSTEMS,P051191063Z    ,MULLER LOGISTICS LIMITED,LEBANG AUTOMOTIVE FZCO,E1909231633,BD ,BD ,ICD ,85071000.00,Maintenance Free Automotive Batteries-Part no NX110-5L,UNKNOWN,,MV,2354.00,2354.00,108.00,21.80,424156.90,4072.58,411570.05,3810.83,USD,u ,106039.00,0.00,83454.00,0.00,187772.00,0.00,25.00,16.00,0.00,USD,101.69,NA,NA,NA,NA,,
2020ICD172986,ICD,10,07-Jan-20,14-Jan-20,15-Jan-20,8,C400,P051101881P    ,CORRINGTON BUSINESS SYSTEMS,P051191063Z    ,MULLER LOGISTICS LIMITED,LEBANG AUTOMOTIVE FZCO,E1909231633,BD ,BD ,ICD ,85071000.00,Maintenance Free Automotive Batteries-Part no N100,UNKNOWN,,MV,784.00,784.00,36.00,21.78,204635.93,1964.83,198563.36,5515.65,USD,u ,51159.00,0.00,63415.00,0.00,142683.00,0.00,25.00,16.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020ICD172986,ICD,15,07-Jan-20,14-Jan-20,15-Jan-20,8,C400,P051101881P    ,CORRINGTON BUSINESS SYSTEMS,P051191063Z    ,MULLER LOGISTICS LIMITED,LEBANG AUTOMOTIVE FZCO,E1909231633,BD ,BD ,ICD ,85071000.00,Maintenance Free Automotive Batteries-Part no 60038,UNKNOWN,,MV,1308.00,1308.00,60.00,21.80,317072.65,3044.40,307663.41,5127.72,USD,u ,79268.00,0.00,56115.00,0.00,126258.00,0.00,25.00,16.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020ICD172986,ICD,1,07-Jan-20,14-Jan-20,15-Jan-20,8,C400,P051101881P    ,CORRINGTON BUSINESS SYSTEMS,P051191063Z    ,MULLER LOGISTICS LIMITED,LEBANG AUTOMOTIVE FZCO,E1909231633,BD ,BD ,ICD ,85071000.00,Free Automotive Batteries-Part no NS40ZL,UNKNOWN,,MV,1396.00,1396.00,64.00,21.81,151312.41,1452.84,146822.27,2294.10,USD,u ,37828.00,0.00,98060.00,0.00,220635.00,0.00,25.00,16.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020ICD172986,ICD,6,07-Jan-20,14-Jan-20,15-Jan-20,8,C400,P051101881P    ,CORRINGTON BUSINESS SYSTEMS,P051191063Z    ,MULLER LOGISTICS LIMITED,LEBANG AUTOMOTIVE FZCO,E1909231633,BD ,BD ,ICD ,85071000.00,Maintenance Free Automotive Batteries-Part no N70R,UNKNOWN,,MV,2595.00,2595.00,119.00,21.81,490298.13,4707.64,475748.45,3997.89,USD,u ,122575.00,0.00,71882.00,0.00,161735.00,0.00,25.00,16.00,0.00,USD,101.69,NA,NA,NA,NA,,
2020ICD172986,ICD,2,07-Jan-20,14-Jan-20,15-Jan-20,8,C400,P051101881P    ,CORRINGTON BUSINESS SYSTEMS,P051191063Z    ,MULLER LOGISTICS LIMITED,LEBANG AUTOMOTIVE FZCO,E1909231633,BD ,BD ,ICD ,85071000.00,Maintenance Free Automotive Batteries-Part no NS60L,UNKNOWN,,MV,2944.00,2944.00,135.00,21.81,373438.34,3585.60,362356.43,2684.12,USD,u ,93360.00,0.00,42865.00,0.00,96446.00,0.00,25.00,16.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020ICD172986,ICD,8,07-Jan-20,14-Jan-20,15-Jan-20,8,C400,P051101881P    ,CORRINGTON BUSINESS SYSTEMS,P051191063Z    ,MULLER LOGISTICS LIMITED,LEBANG AUTOMOTIVE FZCO,E1909231633,BD ,BD ,ICD ,85071000.00,Maintenance Free Automotive Batteries-Part no N70ZL,UNKNOWN,,MV,1112.00,1112.00,51.00,21.80,214324.00,2057.85,207963.85,4077.72,USD,u ,53581.00,0.00,32713.00,0.00,73604.00,0.00,25.00,16.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020ICD172986,ICD,9,07-Jan-20,14-Jan-20,15-Jan-20,8,C400,P051101881P    ,CORRINGTON BUSINESS SYSTEMS,P051191063Z    ,MULLER LOGISTICS LIMITED,LEBANG AUTOMOTIVE FZCO,E1909231633,BD ,BD ,ICD ,85071000.00,Maintenance Free Automotive Batteries-Part no 115D31L,UNKNOWN,,MV,741.00,741.00,34.00,21.79,163562.60,1570.46,158708.80,4667.91,USD,u ,40891.00,0.00,75865.00,0.00,170696.00,0.00,25.00,16.00,0.00,USD,101.06,NA,NA,NA,NA,,
2020ICD172986,ICD,13,07-Jan-20,14-Jan-20,15-Jan-20,8,C400,P051101881P    ,CORRINGTON BUSINESS SYSTEMS,P051191063Z    ,MULLER LOGISTICS LIMITED,LEBANG AUTOMOTIVE FZCO,E1909231633,BD ,BD ,ICD ,85071000.00,Maintenance Free Automotive Batteries-Part no N200,UNKNOWN,,MV,784.00,784.00,36.00,21.78,379324.82,3642.12,368068.28,10224.12,USD,u ,94831.00,0.00,187876.00,0.00,422721.00,0.00,25.00,16.00,0.00,USD,101.69,NA,NA,NA,NA,,
